"Planning_Area","Subzone","Subzone_Lat","Subzone_Long","Hospital_Polyclinic","Hospital_Polyclinic_Lat","Hospital_Polyclinic_Long","Duration..min.","WalkTime..min.","WalkDistance..m.","Transfers","TransitTime..min.","Heuristic.Distance..km.","Weekend","Peak.Hour"
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,25.67,12.12,796.36,1,11.07,4.87081421261188,0,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,27.32,11.27,754.54,1,13.02,4.87081421261188,0,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,23.43,7.93,530.02,1,11.78,4.87081421261188,0,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,26.88,11.27,754.54,1,13.02,4.87081421261188,0,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,28.3,10.03,662.13,2,12.5,4.87081421261188,0,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,21.9,7.93,530.02,1,11.78,4.87081421261188,1,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,25.67,12.12,796.36,1,11.07,4.87081421261188,1,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,27.32,11.27,754.54,1,13.02,4.87081421261188,1,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,23.43,7.93,530.02,1,11.78,4.87081421261188,1,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,26.88,11.27,754.54,1,13.02,4.87081421261188,1,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,28.3,10.03,662.13,2,12.5,4.87081421261188,1,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,33.65,11.18,740.82,1,17.05,5.28469750713895,0,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,36.75,14.9,969.22,1,19.55,5.28469750713895,0,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,41.53,9.85,641.72,1,27.48,5.28469750713895,0,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,32.15,11.18,740.82,1,17.05,5.28469750713895,0,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,36.75,14.9,969.22,1,19.55,5.28469750713895,0,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,43.77,7.4,488.7,2,23.2,5.28469750713895,0,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,33.65,11.18,740.82,1,17.05,5.28469750713895,1,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,36.75,14.9,969.22,1,19.55,5.28469750713895,1,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,41.53,9.85,641.72,1,27.48,5.28469750713895,1,0
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,32.15,11.18,740.82,1,17.05,5.28469750713895,1,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,36.75,14.9,969.22,1,19.55,5.28469750713895,1,1
"Ang Mo Kio","Chong Boon",1.364264765,103.8556526,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,43.77,7.4,488.7,2,23.2,5.28469750713895,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,16.85,16.85,1107.73,0,0,0.69998759109351,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,16.85,16.85,1107.73,0,0,0.69998759109351,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,16.85,16.85,1107.73,0,0,0.69998759109351,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,16.85,16.85,1107.73,0,0,0.69998759109351,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,41.73,18.47,1188.23,2,17.13,4.80884874433985,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,42.07,13.55,867.05,2,20.3,4.80884874433985,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,42.53,19,1249.09,2,18.18,4.80884874433985,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,39.22,12.27,790.62,2,20.28,4.80884874433985,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,39.37,12.27,790.62,2,20.3,4.80884874433985,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,42.75,10.48,671.46,1,21.62,4.80884874433985,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,41.73,18.47,1188.23,2,17.13,4.80884874433985,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,42.07,13.55,867.05,2,20.3,4.80884874433985,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,42.53,19,1249.09,2,18.18,4.80884874433985,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,39.22,12.27,790.62,2,20.28,4.80884874433985,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,39.37,12.27,790.62,2,20.3,4.80884874433985,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,42.75,10.48,671.46,1,21.62,4.80884874433985,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,30.53,13.05,826.69,1,14.05,5.02624573307027,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,34.08,11.4,734.12,1,20.13,5.02624573307027,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,37.05,11.4,734.12,1,21.62,5.02624573307027,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,29.4,13.05,826.69,1,14.05,5.02624573307027,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,30.52,13.05,826.69,2,11.62,5.02624573307027,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,32.02,18.82,1198.05,1,10.67,5.02624573307027,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,30.53,13.05,826.69,1,14.05,5.02624573307027,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,34.08,11.4,734.12,1,20.13,5.02624573307027,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,37.05,11.4,734.12,1,21.62,5.02624573307027,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,29.4,13.05,826.69,1,14.05,5.02624573307027,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,30.52,13.05,826.69,2,11.62,5.02624573307027,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,32.02,18.82,1198.05,1,10.67,5.02624573307027,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,34.4,11.78,726.81,0,22.62,5.53749548259004,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,38.2,14.3,932.69,1,21.38,5.53749548259004,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,39.03,6.97,449.28,1,25.28,5.53749548259004,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,34.4,11.78,726.81,0,22.62,5.53749548259004,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,40.68,13.78,860.62,1,24.3,5.53749548259004,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,42.05,10.67,665.35,2,26.72,5.53749548259004,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,34.4,11.78,726.81,0,22.62,5.53749548259004,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,38.2,14.3,932.69,1,21.38,5.53749548259004,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,39.03,6.97,449.28,1,25.28,5.53749548259004,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,34.4,11.78,726.81,0,22.62,5.53749548259004,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,40.68,13.78,860.62,1,24.3,5.53749548259004,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,42.05,10.67,665.35,2,26.72,5.53749548259004,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,40.43,8.62,552.82,2,26.67,5.6824416708706,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,41.55,13.73,885.02,1,23.78,5.6824416708706,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,42.93,18.32,1199.78,1,22.07,5.6824416708706,0,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,41.05,13.73,885.02,1,23.78,5.6824416708706,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,42.57,20.5,1374.27,0,22.07,5.6824416708706,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,46.03,18.32,1199.78,1,23.55,5.6824416708706,0,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,40.43,8.62,552.82,2,26.67,5.6824416708706,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,41.55,13.73,885.02,1,23.78,5.6824416708706,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,42.93,18.32,1199.78,1,22.07,5.6824416708706,1,0
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,41.05,13.73,885.02,1,23.78,5.6824416708706,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,42.57,20.5,1374.27,0,22.07,5.6824416708706,1,1
"Ang Mo Kio","Kebun Bahru",1.373466881,103.8396101,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,46.03,18.32,1199.78,1,23.55,5.6824416708706,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,23.02,14.27,907.91,0,8.75,1.67360212735643,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,27.1,14.7,922.57,0,12.4,1.67360212735643,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,23.02,14.27,907.91,0,8.75,1.67360212735643,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,27.1,14.7,922.57,0,12.4,1.67360212735643,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,23.02,14.27,907.91,0,8.75,1.67360212735643,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,27.1,14.7,922.57,0,12.4,1.67360212735643,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,23.02,14.27,907.91,0,8.75,1.67360212735643,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,27.1,14.7,922.57,0,12.4,1.67360212735643,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,34.68,13.82,897.35,0,20.87,4.87019687867979,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,40.25,18.18,1125.69,1,18.43,4.87019687867979,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,34.68,13.82,897.35,0,20.87,4.87019687867979,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,41.03,15.47,989.92,2,16.22,4.87019687867979,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,41.27,18.18,1125.69,1,18.43,4.87019687867979,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,34.68,13.82,897.35,0,20.87,4.87019687867979,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,40.25,18.18,1125.69,1,18.43,4.87019687867979,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,34.68,13.82,897.35,0,20.87,4.87019687867979,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,41.03,15.47,989.92,2,16.22,4.87019687867979,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,41.27,18.18,1125.69,1,18.43,4.87019687867979,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,43.05,16.37,1035.1,1,23.57,5.43486395494841,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,43.1,12.38,761.5,1,26.27,5.43486395494841,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,49.13,24.1,1574.6,0,25.03,5.43486395494841,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,41.15,13.33,840.88,1,24.55,5.43486395494841,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,44.1,12.38,761.5,1,26.27,5.43486395494841,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,43.05,16.37,1035.1,1,23.57,5.43486395494841,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,43.1,12.38,761.5,1,26.27,5.43486395494841,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,49.13,24.1,1574.6,0,25.03,5.43486395494841,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,41.15,13.33,840.88,1,24.55,5.43486395494841,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,44.1,12.38,761.5,1,26.27,5.43486395494841,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,46.43,21.67,1427.28,0,24.77,5.62670603063843,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,47.07,13.45,868.9,1,28.38,5.62670603063843,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,49.73,17.35,1134.99,1,30.37,5.62670603063843,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,40.32,11.03,716.05,1,22.28,5.62670603063843,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,43.53,20.73,1363.01,0,22.8,5.62670603063843,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,46.43,21.67,1427.28,0,24.77,5.62670603063843,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,46.43,21.67,1427.28,0,24.77,5.62670603063843,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,47.07,13.45,868.9,1,28.38,5.62670603063843,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,49.73,17.35,1134.99,1,30.37,5.62670603063843,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,40.32,11.03,716.05,1,22.28,5.62670603063843,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,43.53,20.73,1363.01,0,22.8,5.62670603063843,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,46.43,21.67,1427.28,0,24.77,5.62670603063843,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,39.57,16.7,1105.55,1,20.8,6.1426201577916,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,41.4,18.15,1158.07,1,18.87,6.1426201577916,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,42.35,16.08,1016.79,0,26.27,6.1426201577916,0,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,41.48,18.15,1158.07,1,18.87,6.1426201577916,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,41.98,17.88,1150.44,1,21.05,6.1426201577916,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,42.35,16.08,1016.79,0,26.27,6.1426201577916,0,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,39.57,16.7,1105.55,1,20.8,6.1426201577916,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,41.4,18.15,1158.07,1,18.87,6.1426201577916,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,42.35,16.08,1016.79,0,26.27,6.1426201577916,1,0
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,41.48,18.15,1158.07,1,18.87,6.1426201577916,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,41.98,17.88,1150.44,1,21.05,6.1426201577916,1,1
"Ang Mo Kio","Sembawang Hills",1.374715122,103.830766,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,42.35,16.08,1016.79,0,26.27,6.1426201577916,1,1
"Ang Mo Kio","Shangri-La",1.3679721,103.8383929,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,19.8,16.9,1109.09,0,2.9,1.10006777767745,0,0
"Ang Mo Kio","Shangri-La",1.3679721,103.8383929,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,19.8,16.9,1109.09,0,2.9,1.10006777767745,0,0
"Ang Mo Kio","Shangri-La",1.3679721,103.8383929,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,19.8,16.9,1109.09,0,2.9,1.10006777767745,0,1
"Ang Mo Kio","Shangri-La",1.3679721,103.8383929,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,20.25,11.75,757.7,0,8.5,1.10006777767745,0,1
"Ang Mo Kio","Shangri-La",1.3679721,103.8383929,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,19.8,16.9,1109.09,0,2.9,1.10006777767745,1,0
"Ang Mo Kio","Shangri-La",1.3679721,103.8383929,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,19.8,16.9,1109.09,0,2.9,1.10006777767745,1,0
"Ang Mo Kio","Shangri-La",1.3679721,103.8383929,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,19.8,16.9,1109.09,0,2.9,1.10006777767745,1,1
"Ang Mo Kio","Shangri-La",1.3679721,103.8383929,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,20.25,11.75,757.7,0,8.5,1.10006777767745,1,1
